playerid,name,position,position_id,team,team_id,value,GW_1,GW_2,GW_3,GW_4,GW_5,GW_6,GW_7,GW_8,GW_9,GW_10,GW_11,GW_12,GW_13,GW_14,GW_15,GW_16,GW_17,GW_18,GW_19,GW_20,GW_21,GW_22,GW_23,GW_24,GW_25,GW_26,GW_27,GW_28,GW_29,GW_30,GW_31,GW_32,GW_33,GW_34,GW_35,GW_36,GW_37,GW_38
780,Taylan Harris,FWD,1,Luton,13,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,Tayo Adaramola,DEF,2,Crystal Palace,11,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,Ted Curd,GK,3,Chelsea,8,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,Teddy Sharman-Lowe,GK,3,Chelsea,8,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,Teden Mengi,DEF,2,Luton,13,3.9,0,0,0,0,0,0,2,1,1,1,2,2,9,1,0,1,0,5,1,0,2,0,0,0,1,0,1,2,2,0,1,2,0,0,1,2,1,1
785,Temple Ojinnaka,MID,4,Wolves,20,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,Terence Kongolo,DEF,2,Fulham,12,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,Thiago Alcántara do Nascimento,MID,4,Liverpool,14,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,Thiago Emiliano da Silva,DEF,2,Chelsea,8,5.0,2,1,6,2,6,2,8,1,0,1,2,6,0,2,1,0,8,1,1,1,5,0,8,2,0,0,0,0,0,0,0,10,6,1,0,11,2,2
789,Thilo Kehrer,DEF,2,West Ham,2,4.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,Thomas Cannon,FWD,1,Everton,7,4.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,Thomas Kaminski,GK,3,Luton,13,4.5,3,0,2,1,1,2,4,3,3,2,3,3,3,1,1,2,0,6,1,2,5,6,0,1,7,0,2,4,2,1,2,2,3,1,2,3,2,0
792,Thomas Partey,MID,4,Arsenal,4,4.8,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,4,1,2,3,1
793,Thomas Strakosha,GK,3,Brentford,3,3.9,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,Tim Iroegbunam,MID,4,Aston Villa,18,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,2,0,0,0,1,0,0,1
795,Tim Krul,GK,3,Luton,13,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,Tim Ream,DEF,2,Fulham,12,4.5,7,-2,0,7,8,5,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
797,Timo Werner,FWD,1,Spurs,15,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,2,1,0,9,5,1,2,7,4,2,0,1,0,0,0
798,Timothy Castagne,DEF,2,Fulham,12,4.5,0,0,0,1,8,6,1,2,1,2,2,1,1,0,6,6,2,1,1,2,1,6,1,2,0,7,6,1,10,1,0,2,6,6,6,6,0,1
799,Tino Livramento,DEF,2,Newcastle,17,4.3,0,1,0,0,0,1,1,0,1,0,0,0,2,7,1,1,9,1,1,0,0,1,1,1,1,0,7,1,0,0,0,0,1,0,2,2,2,0
800,Toby Collyer,MID,4,Man Utd,6,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,Tom Cairney,MID,4,Fulham,12,4.9,1,0,1,1,1,0,1,4,1,1,1,1,5,4,8,6,2,2,2,6,2,3,1,2,2,0,1,-1,0,4,1,3,0,1,1,1,1,0
802,Tom Davies,MID,4,Sheffield Utd,9,5.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
803,Tom Heaton,GK,3,Man Utd,6,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,Tom King,GK,3,Wolves,20,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,Tom Lockyer,DEF,2,Luton,13,4.3,0,0,0,0,2,3,8,1,4,-1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,Tom McGill,GK,3,Brighton,1,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,Tommi O'Reilly,MID,4,Aston Villa,18,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,Tommy Doyle,MID,4,Wolves,20,4.4,0,0,0,0,1,1,0,0,1,1,2,1,1,2,0,0,1,1,1,2,3,2,1,1,0,1,2,2,0,2,0,2,2,3,0,0,1,1
809,Tomáš Souček,MID,4,West Ham,2,4.9,7,2,1,0,1,2,8,8,2,1,1,7,8,2,2,2,3,3,9,3,2,2,1,2,1,2,7,1,2,1,2,1,1,3,2,2,10,2
810,Tosin Adarabioyo,DEF,2,Fulham,12,4.3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,14,1,1,1,2,2,6,1,0,0,1,6,1,6,1,7,2,6,0,0,0,0,0
811,Toti António Gomes,DEF,2,Wolves,20,4.4,0,1,1,0,0,1,2,2,2,4,2,2,1,1,9,2,0,2,5,6,5,1,1,1,2,5,0,4,0,0,2,0,4,2,11,0,1,0
812,Travis Hernes,MID,4,Newcastle,17,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,Trent Alexander-Arnold,DEF,2,Liverpool,14,8.2,1,2,1,12,0,0,1,1,6,5,2,7,8,13,12,4,9,5,8,0,0,1,1,4,0,0,0,0,0,0,0,0,1,10,1,0,1,6
814,Trevoh Chalobah,DEF,2,Chelsea,8,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,6,1,17,6,3,2
815,Treymaurice Nyoni,MID,4,Liverpool,14,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,Ty Barnett,MID,4,Wolves,20,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,Tyler Adams,MID,4,Bournemouth,10,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0
818,Tyler Onyango,MID,4,Everton,7,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,Tyrell Malacia,DEF,2,Man Utd,6,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,Tyrese Francois,MID,4,Fulham,12,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,Tyrese Hall,MID,4,Spurs,15,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,Tyrick Mitchell,DEF,2,Crystal Palace,11,4.6,8,2,2,4,1,5,6,6,-1,1,15,1,1,2,1,0,1,1,0,6,0,1,0,1,2,5,1,3,0,2,2,0,12,6,2,12,2,6
823,Tyrique George,FWD,1,Chelsea,8,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,Tyrone Mings,DEF,2,Aston Villa,18,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,Valentín Barco,DEF,2,Brighton,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
826,Valintino Adedokun,DEF,2,Brentford,3,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,Vicente Guaita,GK,3,Crystal Palace,11,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,Victor Lindelöf,DEF,2,Man Utd,6,4.5,1,0,1,1,1,6,2,2,5,1,0,15,6,0,1,0,0,0,0,0,0,0,1,1,0,1,1,7,0,9,0,0,0,0,0,0,0,0
829,Victor da Silva,DEF,2,Burnley,5,4.4,1,0,0,0,0,0,1,1,0,1,1,1,1,6,2,2,1,6,1,1,2,1,1,1,1,1,1,1,5,1,4,1,1,5,2,0,2,4
830,Viljami Sinisalo,GK,3,Aston Villa,18,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,Vincent Angelini,GK,3,Brentford,3,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,Vini de Souza Costa,MID,4,Sheffield Utd,9,5.0,1,1,1,2,2,2,2,3,1,2,2,1,1,0,2,3,2,2,2,2,2,2,2,13,2,2,2,1,0,2,2,1,0,3,1,1,2,1
833,Virgil van Dijk,DEF,2,Liverpool,14,6.3,2,2,-2,0,0,7,3,1,7,8,2,6,2,1,14,2,6,2,7,1,6,2,1,2,10,0,6,2,0,1,2,1,2,2,1,1,1,6
834,Vitalii Mykolenko,DEF,2,Everton,7,4.5,0,0,0,0,2,2,2,6,2,8,11,9,1,6,6,7,0,1,1,1,6,6,1,1,2,2,1,1,0,0,2,8,-1,7,0,0,0,0
835,Vitaly Janelt,MID,4,Brentford,3,5.3,2,3,2,2,2,5,2,2,2,3,2,1,2,2,6,2,1,0,2,2,2,2,2,5,4,1,1,2,1,2,2,2,2,5,2,3,3,7
836,Vladimír Coufal,DEF,2,West Ham,2,4.6,2,2,2,2,4,4,12,5,0,2,1,0,1,5,2,0,5,7,6,0,-2,0,1,-1,1,5,2,1,7,0,2,1,2,0,1,0,2,1
837,Wataru Endo,MID,4,Liverpool,14,5.4,0,1,1,1,0,1,1,0,0,1,0,3,0,6,2,1,2,1,3,1,0,0,0,1,3,0,1,2,0,1,0,2,1,3,1,3,2,2
838,Wayne Hennessey,GK,3,Nott'm Forest,16,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,Wes Foderingham,GK,3,Sheffield Utd,9,4.5,4,1,4,2,3,0,3,0,2,0,2,5,3,0,3,9,2,3,2,1,2,1,1,3,2,0,0,0,0,0,0,0,0,3,1,1,4,3
840,Wesley Fofana,DEF,2,Chelsea,8,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,Wesley Moraes Ferreira da Silva,FWD,1,Aston Villa,18,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,Wesley Okoduwa,DEF,2,Wolves,20,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,Will Hughes,MID,4,Crystal Palace,11,4.9,0,0,0,1,1,3,2,3,2,2,3,2,1,2,1,2,0,0,0,1,2,2,2,2,0,0,1,1,0,1,2,2,3,12,1,3,1,0
844,William Osula,FWD,1,Sheffield Utd,9,4.3,1,2,1,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1,2,4,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0
845,William Saliba,DEF,2,Arsenal,4,5.5,5,8,1,2,6,1,6,7,1,7,2,9,6,1,1,2,7,2,1,0,6,2,1,12,6,2,6,2,0,7,7,5,1,14,1,6,9,2
846,Willian Borges da Silva,MID,4,Fulham,12,5.3,0,1,0,1,6,3,2,10,2,2,3,2,15,1,6,6,0,0,0,2,2,3,2,5,1,0,1,1,3,2,1,3,3,0,1,3,1,0
847,Willy Boly,DEF,2,Nott'm Forest,16,4.5,1,1,7,9,0,1,2,6,6,1,0,1,0,1,0,2,1,-3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,6,10,2
848,Willy Kambwala,DEF,2,Man Utd,6,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
849,Wilson Odobert,MID,4,Burnley,5,5.0,0,0,0,0,0,0,1,6,1,0,1,1,0,0,1,6,2,14,2,2,3,2,5,2,2,2,2,2,5,2,2,2,2,5,1,2,2,2
850,Wout Weghorst,FWD,1,Burnley,5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,Yago de Santiago Alonso,MID,4,Spurs,15,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,Yasin Ayari,MID,4,Brighton,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,Yasser Larouci,DEF,2,Sheffield Utd,9,4.3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0
854,Yegor Yarmoliuk,MID,4,Brentford,3,4.3,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,3,3,1,1,1,1,1,1,1
855,Yegor Yarmolyuk,MID,4,Brentford,3,4.4,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,Yerson Mosquera,DEF,2,Wolves,20,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,Yoane Wissa,FWD,1,Brentford,3,5.8,9,11,2,2,1,2,2,5,8,2,2,2,2,2,0,2,2,0,7,2,0,0,0,0,2,5,6,5,2,1,2,5,2,13,2,1,11,9
858,Youri Tielemans,MID,4,Aston Villa,18,5.7,1,1,1,1,1,1,1,1,4,1,1,2,4,2,6,1,0,0,0,0,0,2,8,1,5,2,2,1,1,2,1,6,6,2,1,0,8,0
859,Youssef Ramalho Chermiti,FWD,1,Everton,7,4.9,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,2,1,1,1
860,Yunus Konak,MID,4,Brentford,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,Yves Bissouma,MID,4,Spurs,15,5.0,2,3,2,2,1,1,1,-2,0,3,2,2,0,2,2,3,0,0,0,0,0,0,0,1,2,0,2,3,1,2,2,1,0,0,3,1,2,0
862,Zack Nelson,MID,4,Luton,13,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
863,Zack Steffen,GK,3,Man City,19,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,Zak Sturge,DEF,2,Chelsea,8,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,Zeki Amdouni,FWD,1,Burnley,5,5.3,2,0,2,1,8,2,2,0,2,1,2,2,2,11,2,2,2,2,2,7,9,1,2,2,1,1,1,0,0,1,0,1,0,1,7,1,1,2
866,Álvaro Fernández Carreras,DEF,2,Man Utd,6,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867,Ângelo Gabriel Borges Damaceno,MID,4,Chelsea,8,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,Đorđe Petrović,GK,3,Chelsea,8,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,3,2,0,2,0,0,2,1,2,6,2,11,6,3,3
